0,good
1,good
2,good
3,bad
4,bad
5,bad
6,bad
7,bad
8,bad
9,bad
10,bad
11,good
12,bad
13,good
14,good
15,bad
16,good
17,bad
18,good
19,good
20,good
21,good
22,good
23,bad
24,bad
25,good
26,good
27,bad
28,good
29,good
30,good
31,bad
32,bad
33,bad
34,bad
35,bad
36,bad
37,bad
38,bad
39,bad
40,bad
41,good
42,good
43,bad
44,good
45,bad
46,good
47,good
48,good
49,good
50,bad
51,bad
52,bad
53,bad
54,bad
55,bad
56,bad
57,bad
58,bad
59,bad
60,bad
61,bad
62,good
63,bad
64,bad
65,bad
66,bad
67,bad
68,bad
69,good
70,good
71,good
72,bad
73,good
74,good
75,bad
76,bad
77,good
78,good
79,good
80,good
81,good
82,bad
83,bad
84,bad
85,good
86,good
87,good
88,good
89,good
90,good
91,good
92,good
93,bad
94,bad
95,good
96,bad
97,bad
98,bad
99,bad
100,bad
101,bad
102,bad
103,good
104,good
105,good
106,good
107,good
108,good
109,bad
110,good
111,bad
112,bad
113,good
114,good
115,good
116,bad
117,bad
118,good
119,good
120,bad
121,good
122,good
123,bad
124,bad
125,good
126,good
127,bad
128,good
129,bad
130,good
131,good
132,bad
133,good
134,good
135,good
136,bad
137,bad
138,bad
139,bad
140,bad
141,bad
142,bad
143,bad
144,bad
145,bad
146,bad
147,bad
148,bad
149,bad
150,bad
151,bad
152,bad
153,bad
154,bad
155,bad
156,bad
157,bad
158,bad
159,bad
160,bad
161,bad
162,bad
163,bad
164,good
165,bad
166,good
167,bad
168,bad
169,bad
170,bad
171,bad
172,bad
173,bad
174,bad
175,bad
176,bad
177,bad
178,bad
179,bad
180,bad
181,bad
182,bad
183,bad
184,bad
185,good
186,bad
187,bad
188,bad
189,bad
190,bad
191,bad
192,bad
193,good
194,bad
195,bad
196,bad
197,bad
198,bad
199,bad
200,bad
201,bad
202,bad
203,bad
204,bad
205,bad
206,bad
207,bad
208,bad
209,bad
210,bad
211,bad
212,bad
213,bad
214,bad
215,bad
216,bad
217,bad
218,bad
219,bad
220,bad
221,bad
222,bad
223,bad
224,bad
225,bad
226,bad
227,bad
228,bad
229,bad
230,bad
231,bad
232,bad
233,bad
234,bad
235,bad
236,bad
237,bad
238,bad
239,bad
240,bad
241,bad
242,bad
243,bad
244,bad
245,bad
246,bad
247,bad
248,bad
249,bad
250,bad
251,bad
252,bad
253,bad
254,bad
255,bad
256,bad
257,good
258,bad
259,bad
260,bad
261,bad
262,bad
