0,good
1,good
2,good
3,bad
4,good
5,good
6,bad
7,bad
8,bad
9,good
10,good
11,bad
12,good
13,good
14,good
15,bad
16,good
17,good
18,good
19,good
20,good
21,good
22,good
23,good
24,bad
25,good
26,good
27,good
28,bad
29,bad
30,bad
31,bad
32,good
33,good
34,bad
35,good
36,bad
37,good
38,bad
39,bad
40,good
41,bad
42,good
43,good
44,bad
45,good
46,bad
47,good
48,good
49,good
50,good
51,bad
52,good
53,good
54,good
55,good
56,good
57,good
58,good
59,good
60,good
61,bad
62,good
63,good
64,bad
65,good
66,good
67,good
68,good
69,good
70,good
71,good
72,good
73,good
74,good
75,good
76,good
77,bad
78,bad
79,good
80,good
81,bad
82,bad
83,bad
84,bad
85,good
86,good
87,bad
88,good
89,good
90,good
91,good
92,good
93,good
94,bad
95,bad
96,good
97,bad
98,bad
99,bad
100,bad
101,bad
102,bad
103,bad
104,bad
105,good
106,bad
107,bad
108,good
109,good
110,good
111,good
112,good
113,good
114,good
115,bad
116,good
117,good
118,good
119,good
120,good
121,good
122,good
123,good
124,bad
125,good
126,good
127,bad
128,good
129,bad
130,bad
131,good
132,bad
133,bad
134,good
135,good
136,bad
137,bad
138,good
139,good
140,good
141,good
142,good
143,bad
144,good
145,good
146,good
147,good
148,good
149,good
150,good
151,good
152,good
153,good
154,good
155,good
156,bad
157,bad
158,good
159,good
160,good
161,good
162,good
163,good
164,good
165,bad
166,good
167,good
168,good
169,good
170,good
171,good
172,bad
173,bad
174,bad
175,bad
176,bad
177,bad
178,good
179,good
180,good
181,good
182,good
183,good
184,good
185,good
186,good
187,good
188,good
189,good
190,bad
191,bad
192,good
193,good
194,bad
195,bad
196,bad
197,good
198,good
199,good
200,good
201,good
202,good
203,good
204,bad
205,bad
206,good
207,good
208,good
209,good
210,good
211,bad
212,bad
213,good
214,good
215,good
216,good
217,good
218,good
219,good
220,good
221,bad
222,bad
223,good
224,bad
225,good
226,bad
227,good
228,bad
229,bad
230,bad
231,bad
232,bad
233,bad
234,bad
235,bad
236,good
237,good
238,good
239,good
240,good
241,good
242,bad
243,good
244,good
245,bad
246,good
247,bad
248,bad
249,good
250,bad
251,bad
252,bad
253,good
254,good
255,bad
256,bad
257,good
258,good
259,good
260,good
261,good
262,bad
263,bad
264,good
265,bad
266,bad
267,good
268,good
269,good
270,good
271,good
272,good
273,bad
274,good
275,bad
276,bad
277,bad
