0,good
1,good
2,good
3,good
4,bad
5,bad
6,bad
7,good
8,bad
9,bad
10,good
11,bad
12,good
13,bad
14,good
15,bad
16,good
17,good
18,good
19,good
20,good
21,good
22,good
23,good
24,bad
25,bad
26,good
27,good
28,good
29,bad
30,good
31,good
32,good
33,bad
34,bad
35,bad
36,bad
37,bad
38,bad
39,bad
40,bad
41,bad
42,bad
43,bad
44,good
45,good
46,bad
47,bad
48,good
49,good
50,good
51,good
52,bad
53,bad
54,bad
55,good
56,bad
57,bad
58,bad
59,good
60,bad
61,good
62,bad
63,bad
64,good
65,good
66,bad
67,bad
68,good
69,good
70,good
71,bad
72,good
73,good
74,bad
75,bad
76,good
77,bad
78,bad
79,good
80,bad
81,bad
82,bad
83,good
84,good
85,bad
86,bad
87,good
88,bad
89,good
90,good
91,bad
92,good
93,good
94,bad
95,bad
96,bad
97,bad
98,bad
99,bad
100,bad
101,bad
102,bad
103,bad
104,bad
105,bad
106,bad
107,bad
108,bad
109,bad
110,bad
111,good
112,bad
113,good
114,good
115,bad
116,bad
117,good
118,bad
119,bad
120,bad
121,bad
122,bad
123,bad
124,bad
125,bad
126,bad
127,bad
128,bad
129,bad
130,good
131,good
132,bad
133,good
134,bad
135,bad
136,bad
137,bad
138,bad
139,bad
140,bad
141,bad
142,bad
143,bad
144,bad
145,bad
146,bad
147,bad
148,bad
149,bad
150,bad
151,bad
152,bad
153,bad
154,bad
155,bad
156,good
157,bad
158,bad
159,bad
160,bad
161,bad
162,bad
163,bad
164,bad
165,bad
166,bad
167,good
168,good
169,good
170,bad
171,bad
172,bad
173,bad
174,bad
175,bad
176,bad
177,bad
178,bad
179,bad
180,bad
181,bad
182,bad
183,bad
184,bad
185,bad
186,bad
187,good
188,bad
189,good
190,bad
191,bad
192,bad
193,bad
194,bad
195,bad
196,bad
