0,good
1,good
2,good
3,good
4,good
5,bad
6,bad
7,good
8,bad
9,good
10,bad
11,good
12,good
13,good
14,bad
15,good
16,bad
17,good
18,good
19,good
20,good
21,bad
22,good
23,bad
24,bad
25,bad
26,bad
27,bad
28,bad
29,bad
30,bad
31,good
32,good
33,good
34,good
35,bad
36,good
37,bad
38,bad
39,bad
40,good
41,bad
42,good
43,bad
44,bad
45,bad
46,good
47,bad
48,bad
49,bad
50,bad
51,good
52,bad
53,bad
54,good
55,bad
56,good
57,bad
58,bad
59,bad
60,bad
61,bad
62,bad
63,bad
64,good
65,good
66,good
67,good
68,good
69,good
70,good
71,good
72,good
73,bad
74,good
75,good
76,good
77,good
78,good
79,bad
80,bad
81,bad
82,good
83,bad
84,good
85,good
86,good
87,good
88,bad
89,good
90,good
91,bad
92,good
93,good
94,good
95,bad
96,bad
97,bad
98,good
99,bad
100,bad
101,bad
102,bad
103,bad
104,good
105,bad
106,bad
107,good
108,good
109,bad
110,good
111,bad
112,good
113,bad
114,bad
115,bad
116,good
117,bad
118,good
119,bad
120,good
121,good
122,bad
123,bad
124,bad
125,bad
126,bad
127,bad
128,bad
129,bad
130,bad
131,bad
132,bad
133,bad
134,bad
135,bad
136,bad
137,bad
138,bad
139,bad
140,bad
141,bad
142,bad
143,good
144,good
145,good
146,bad
147,bad
148,bad
149,bad
150,bad
