0,bad
1,good
2,good
3,bad
4,bad
5,bad
6,good
7,bad
8,bad
9,bad
10,bad
11,bad
12,bad
13,good
14,good
15,good
16,good
17,good
18,bad
19,bad
20,bad
21,bad
22,bad
23,good
24,good
25,good
26,good
27,good
28,good
29,good
30,good
31,good
32,good
33,good
34,good
35,good
36,good
37,good
38,good
39,good
40,bad
41,bad
42,good
43,good
44,good
45,bad
46,bad
47,bad
48,bad
49,good
50,good
51,good
52,bad
53,bad
54,good
55,good
56,bad
57,good
58,bad
59,good
60,good
61,good
62,good
63,bad
64,good
65,bad
66,good
67,good
68,good
69,good
70,bad
71,bad
72,good
73,good
74,good
75,bad
76,bad
77,good
78,good
79,good
80,bad
81,bad
82,bad
83,bad
84,good
85,bad
86,bad
87,bad
88,bad
89,good
90,bad
91,bad
92,bad
93,good
94,bad
95,bad
96,good
97,good
98,good
99,bad
100,good
101,good
102,good
103,good
104,good
105,good
106,bad
107,bad
108,bad
109,good
110,bad
111,good
112,bad
113,good
114,good
115,good
116,good
117,bad
118,good
119,good
120,bad
121,bad
122,bad
123,bad
124,bad
125,good
126,good
127,good
128,bad
129,bad
130,bad
131,good
132,good
133,bad
134,bad
135,bad
136,bad
137,bad
138,good
139,bad
140,bad
141,good
142,bad
143,bad
144,bad
145,bad
146,bad
147,bad
148,bad
149,bad
150,bad
151,bad
152,good
153,bad
154,good
155,bad
156,bad
157,bad
158,bad
159,bad
160,bad
161,bad
162,bad
163,bad
164,bad
165,bad
166,bad
167,bad
168,bad
169,bad
170,bad
171,bad
172,bad
173,good
174,good
175,bad
176,bad
177,bad
178,bad
179,bad
180,good
181,good
182,bad
183,bad
184,bad
185,bad
186,bad
187,good
188,bad
189,bad
190,good
191,bad
192,bad
193,bad
194,good
195,bad
196,bad
197,good
198,bad
199,bad
200,bad
201,bad
202,bad
203,bad
204,bad
205,bad
206,bad
207,good
208,bad
209,good
210,good
211,bad
212,bad
213,bad
214,bad
215,bad
216,bad
217,bad
218,bad
219,bad
220,bad
221,bad
222,bad
223,bad
224,bad
225,bad
226,bad
227,bad
228,bad
229,bad
230,bad
231,good
232,good
233,bad
234,bad
235,bad
236,bad
237,bad
238,good
239,good
240,good
241,good
242,bad
243,bad
244,bad
245,bad
246,bad
247,bad
248,bad
