0,good
1,bad
2,bad
3,bad
4,bad
5,bad
6,bad
7,bad
8,bad
9,bad
10,bad
11,bad
12,good
13,bad
14,bad
15,bad
16,bad
17,bad
18,bad
19,bad
20,bad
21,bad
22,bad
23,bad
24,good
25,good
26,bad
27,bad
28,good
29,good
30,bad
31,good
32,bad
33,bad
34,bad
35,bad
36,good
37,bad
38,bad
39,bad
40,bad
41,bad
42,bad
43,bad
44,bad
45,bad
46,bad
47,bad
48,good
49,bad
50,bad
51,good
52,good
53,bad
54,bad
55,good
56,bad
57,good
58,good
59,good
60,bad
61,bad
62,bad
63,bad
64,bad
65,bad
66,bad
67,bad
68,bad
69,good
70,good
71,bad
72,bad
73,bad
74,bad
75,good
76,bad
77,good
78,bad
79,bad
80,bad
81,good
82,bad
83,good
84,bad
85,good
86,bad
87,bad
88,bad
89,bad
90,bad
91,bad
92,bad
93,good
94,bad
95,bad
96,bad
97,bad
98,bad
99,bad
100,bad
101,good
102,good
103,good
104,good
105,bad
106,bad
107,bad
108,bad
109,good
110,bad
111,bad
112,good
113,good
114,bad
115,bad
116,bad
117,good
118,bad
119,bad
120,bad
121,bad
122,bad
123,bad
124,bad
125,good
126,good
127,bad
128,bad
129,bad
130,bad
131,bad
132,bad
133,good
134,bad
135,bad
136,bad
137,good
138,bad
139,bad
140,bad
141,bad
142,bad
143,bad
144,bad
145,bad
146,bad
147,good
148,bad
149,bad
150,bad
151,bad
152,bad
153,bad
154,bad
155,good
156,bad
157,good
158,bad
159,bad
160,bad
161,bad
162,bad
163,bad
164,bad
165,good
166,bad
167,bad
168,bad
169,bad
170,bad
171,bad
172,bad
173,bad
174,bad
175,good
176,bad
177,bad
178,bad
179,bad
180,bad
181,bad
182,bad
183,bad
184,good
185,bad
186,bad
187,bad
