0,good
1,bad
2,good
3,good
4,good
5,good
6,bad
7,good
8,good
9,good
10,good
11,good
12,good
13,bad
14,good
15,good
16,good
17,bad
18,bad
19,good
20,good
21,good
22,bad
23,good
24,bad
25,bad
26,good
27,bad
28,bad
29,good
30,bad
31,good
32,good
33,bad
34,bad
35,bad
36,bad
37,bad
38,bad
39,bad
40,bad
41,bad
42,bad
43,bad
44,bad
45,good
46,good
47,good
48,bad
49,good
50,good
51,good
52,good
53,good
54,good
55,good
56,good
57,good
58,good
59,bad
60,bad
61,bad
62,bad
63,bad
64,bad
65,bad
66,good
67,good
68,bad
69,good
70,good
71,good
72,good
73,bad
74,bad
75,bad
76,bad
77,good
78,good
79,good
80,good
81,good
82,good
83,bad
84,good
85,good
86,good
87,good
88,good
89,good
90,bad
91,good
92,bad
93,bad
94,good
95,bad
96,good
97,good
98,good
99,good
100,bad
101,good
102,good
103,good
104,good
105,good
106,good
107,good
108,good
109,good
110,good
111,good
112,good
113,good
114,good
115,good
116,good
117,good
118,bad
119,good
120,good
121,good
122,bad
123,bad
124,good
125,good
126,good
127,good
128,good
129,good
130,good
131,good
132,bad
133,good
134,bad
135,bad
136,bad
137,bad
138,good
139,good
140,good
141,good
142,good
143,bad
144,good
145,good
146,bad
147,good
148,good
149,bad
150,bad
151,good
152,good
153,bad
154,good
155,good
156,bad
157,bad
158,bad
159,good
160,good
161,good
162,good
163,good
164,good
165,bad
166,bad
167,bad
168,good
169,bad
170,good
171,bad
172,bad
173,bad
174,bad
175,good
176,good
177,good
178,bad
179,bad
180,bad
181,bad
182,bad
183,bad
184,bad
185,good
186,bad
187,bad
188,bad
189,bad
190,good
191,bad
192,good
193,good
194,good
195,good
196,good
197,bad
198,good
199,good
200,good
201,bad
202,good
203,bad
204,bad
205,bad
206,bad
207,good
208,bad
209,bad
210,bad
211,bad
212,good
213,good
214,good
215,bad
216,bad
217,bad
218,bad
219,bad
220,bad
221,bad
222,bad
223,good
224,good
225,bad
226,good
227,good
228,bad
229,bad
230,bad
231,good
232,good
233,good
234,bad
235,bad
236,good
237,good
238,good
239,bad
240,good
241,bad
242,good
243,good
244,bad
245,bad
246,good
247,bad
248,good
249,bad
250,bad
251,bad
252,bad
253,good
254,bad
255,bad
256,bad
257,bad
258,bad
259,bad
260,bad
261,bad
262,good
263,bad
264,good
265,bad
266,bad
267,bad
268,bad
269,bad
270,bad
271,bad
272,bad
273,good
274,good
275,bad
276,bad
277,bad
278,bad
279,bad
280,bad
